feedback_id,date,feedback,source,cleaned_text,sentiment,sentiment_score,sentiment_confidence,topics,keywords,emotion,aspect_sentiments,severity,severity_reason,priority,priority_score,priority_reason,department,department_reason,impact_level,impact_reason,action,action_reason,recommendation,recommendation_reason,suggested_next_step,recommendation_status,validation_status
FB1102,2026-09-01,portion size is too small imo,Student Portal,portion size is too small imo,Negative,0.9988,0.9988,"[""Portion Size"", ""Small""]","[""portion size"", ""small""]",Frustration,"[{""aspect"": ""Portion Size"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the General Services department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask General Services to review the feedback and complete the create task action.,FALLBACK,VALID
FB1148,2026-09-01,classes feel rushed before exams,Survey,classes feel rushed before exams,Negative,0.9993,0.9993,"[""Rushed Before Exams"", ""Class""]","[""rushed before exams"", ""classes""]",Frustration,"[{""aspect"": ""Classes Feel"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,Academic Affairs,Matched the analyzed topic/keyword 'class' to Academic Affairs.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the Academic Affairs department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask Academic Affairs to review the feedback and complete the create task action.,FALLBACK,VALID
FB0063,2026-09-02,canteen staff is friendly,Student Portal,canteen staff is friendly,Positive,0.9997,0.9997,"[""Canteen Staff"", ""Friendly""]","[""canteen staff"", ""friendly""]",Satisfaction,"[{""aspect"": ""Canteen Staff"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,Cafeteria,Matched the analyzed topic/keyword 'canteen' to Cafeteria.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the Cafeteria department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask Cafeteria to review the feedback and complete the monitor action.,FALLBACK,VALID
FB0251,2026-09-02,faculty gives useful examples,Course Feedback,faculty gives useful examples,Positive,0.9993,0.9993,"[""Faculty Gives Useful"", ""Gives Useful Examples""]","[""faculty gives useful"", ""gives useful examples""]",Joy,"[{""aspect"": ""Faculty Gives"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,Facilities,Matched the analyzed topic/keyword 'ac' to Facilities.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the Facilities department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask Facilities to review the feedback and complete the monitor action.,FALLBACK,VALID
FB0321,2026-09-02,network was terrible today,Student Portal,network was terrible today,Negative,0.9996,0.9996,"[""Network""]","[""network""]",Frustration,"[{""aspect"": ""Network Today"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,IT,Matched the analyzed topic/keyword 'network' to IT.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the IT department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask IT to review the feedback and complete the create task action.,FALLBACK,VALID
FB0536,2026-09-02,network dies during online tests,Survey,network dies during online tests,Negative,0.9998,0.9998,"[""Online Tests"", ""Network""]","[""network dies"", ""online tests""]",Frustration,"[{""aspect"": ""Network"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,IT,Matched the analyzed topic/keyword 'network' to IT.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the IT department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask IT to review the feedback and complete the create task action.,FALLBACK,VALID
FB0577,2026-09-02,chairs are uncomfortable imo btw pls check,WhatsApp Feedback,chairs are uncomfortable imo btw pls check,Negative,0.999,0.999,"[""Check"", ""Chairs""]","[""check"", ""chairs"", ""btw""]",Frustration,"[{""aspect"": ""Chairs Uncomfortable"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the General Services department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask General Services to review the feedback and complete the create task action.,FALLBACK,VALID
FB0917,2026-09-02,prices are too high lol,Student Portal,prices are too high lol,Negative,0.9994,0.9994,"[""Prices""]","[""prices"", ""high""]",Frustration,"[{""aspect"": ""Prices"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,Administration,Matched the analyzed topic/keyword 'price' to Administration.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the Administration department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask Administration to review the feedback and complete the create task action.,FALLBACK,VALID
FB1080,2026-09-02,lab is well maintained,Student Portal,lab is well maintained,Positive,0.9998,0.9998,"[""Maintained"", ""Lab""]","[""maintained"", ""lab""]",Joy,"[{""aspect"": ""Lab Well"", ""sentiment"": ""Positive""}]",LOW,No strong operational or safety signal was found.,P4,0.25,Priority is based on severity (LOW) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,MONITOR,Low-risk feedback can be monitored.,Monitor this low-severity issue with the General Services department.,The LangGraph decision classified this issue as LOW severity with P4 priority.,Ask General Services to review the feedback and complete the monitor action.,FALLBACK,VALID
FB1114,2026-09-02,wifi keeps disconnecting,Suggestion Box,wifi keeps disconnecting,Negative,0.9977,0.9977,"[""Disconnecting"", ""Wifi""]","[""disconnecting"", ""wifi""]",Frustration,"[{""aspect"": ""Wifi Keeps"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,IT,Matched the analyzed topic/keyword 'wifi' to IT.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the IT department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask IT to review the feedback and complete the create task action.,FALLBACK,VALID
FB1142,2026-09-02,internet is painfully slow in the evening,Student Portal,internet is painfully slow in the evening,Negative,0.9988,0.9988,"[""Evening"", ""Internet""]","[""evening"", ""internet"", ""slow""]",Frustration,"[{""aspect"": ""Internet Painfully"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,IT,Matched the analyzed topic/keyword 'internet' to IT.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the IT department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask IT to review the feedback and complete the create task action.,FALLBACK,VALID
FB0036,2026-09-03,software keeps crashing,Complaint,software keeps crashing,Negative,0.9992,0.9992,"[""Software"", ""Crashing""]","[""software"", ""crashing""]",Frustration,"[{""aspect"": ""Software Keeps"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the General Services department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask General Services to review the feedback and complete the create task action.,FALLBACK,VALID
FB0041,2026-09-03,nothing much please look into this,Suggestion Box,nothing much please look into this,Negative,0.9992,0.9992,"[""Nothing""]","[""nothing""]",Frustration,"[{""aspect"": ""Nothing Much"", ""sentiment"": ""Negative""}]",MEDIUM,Negative feedback describes an issue that should be addressed but has no verified emergency signal.,P3,0.5,Priority is based on severity (MEDIUM) and assessed impact.,General Services,No configured topic match was found; routing to General Services.,INDIVIDUAL,The feedback describes an individual or unspecified impact.,CREATE_TASK,Medium-severity feedback should create a trackable remediation task.,Create Task this medium-severity issue with the General Services department.,The LangGraph decision classified this issue as MEDIUM severity with P3 priority.,Ask General Services to review the feedback and complete the create task action.,FALLBACK,VALID
